Title,Bank Name,Banking,Technology,Finance,Marketing,Analytics,Management,Cyber Security,Data Science,Assigned Cluster,Assigned Category
Branch Service Manager ,Huntington Bancshares,16,16,11,11,0,9,0,4,banking,Finance
RV & Marine Relationship Manager ,Huntington Bancshares,3,8,4,4,0,1,0,7,technology,FinTech
Branch Relationship Banker I ,Huntington Bancshares,31,12,28,20,0,14,0,4,banking,Finance
Branch Relationship Banker II ,Huntington Bancshares,31,14,29,22,0,14,0,6,banking,Finance
IS Technical Specialist (Senior Salesforce Developer) ,Huntington Bancshares,4,28,4,3,2,0,1,7,technology,FinTech
Branch Relationship Banker I ,Huntington Bancshares,31,12,28,20,0,14,0,4,banking,Finance
Branch Relationship Banker 1 ,Huntington Bancshares,31,12,28,20,0,14,0,4,banking,Finance
Property and Casualty Insurance Sales Executive ,Huntington Bancshares,14,5,17,17,0,5,1,7,finance,Finance
Branch Relationship Banker I ,Huntington Bancshares,31,12,28,20,0,14,0,4,banking,Finance
Branch Relationship Banker I ,Huntington Bancshares,31,12,28,20,0,14,0,4,banking,Finance
Branch Relationship Banker I ,Huntington Bancshares,31,12,28,20,0,14,0,4,banking,Finance
Retail Personal Banker at Santa Cruz Main,Comerica Inc,35,21,33,29,1,16,1,15,banking,Finance
Retail Personal Banker at Brand & Milford,Comerica Inc,35,21,33,29,1,16,1,15,banking,Finance
Call Center Interactive Teller Machine Agent Auburn Hills,Comerica Inc,37,17,35,27,3,16,1,11,banking,Finance
Call Center Junior Agent Auburn Hills,Comerica Inc,15,8,13,13,1,7,0,5,banking,Finance
Call Center Junior Agent Auburn Hills,Comerica Inc,15,8,13,13,1,7,0,5,banking,Finance
Bank Teller at Anderson Burnet,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Bank Teller at Cypress,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Business Development Banking Center Manager at Walnut Creek,Comerica Inc,39,23,37,35,1,23,2,13,banking,Finance
Banking Center Manager at the Clinton Office  Clinton,Comerica Inc,39,23,37,35,1,23,2,13,banking,Finance
Retail Personal Banker Flex - Detroit,Comerica Inc,35,23,33,29,1,16,1,17,banking,Finance
Retail Personal Banker at Almeda,Comerica Inc,35,21,33,29,1,16,1,15,banking,Finance
Senior Staff Engineer- Network (Citrix System Administration)  Auburn Hills,Comerica Inc,5,10,5,4,3,1,3,9,technology,FinTech
Bank Teller at Telegraph and Ten Mile    Southfield,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Banking Center Manager at Five Mile and Merriman  Livonia,Comerica Inc,39,24,37,35,1,23,2,14,banking,Finance
Portfolio Manager- Technology and Life Sciences- Boston,Comerica Inc,34,12,33,28,2,8,0,11,banking,Finance
Retail Personal Banker at 14 Mile Haggerty| Walled Lake,Comerica Inc,35,20,33,29,1,16,1,14,banking,Finance
Retail Personal Banker at Fort and Fourteenth  Detroit,Comerica Inc,35,21,33,29,1,16,1,15,banking,Finance
Part Time Bank Teller at Sylvan Lake   Sylvan Lake,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Retail Personal Banker at Irvine,Comerica Inc,35,21,33,29,1,16,1,15,banking,Finance
Bank Teller at Fourteen Mile and Dequindre  Sterling Heights,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Bank Teller at Maple and M5    Commerce Township,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Bank Teller at Twenty One Mile and Card  Macomb Township,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Retail Personal Banker at Preston Headquarters,Comerica Inc,35,21,33,29,1,16,1,15,banking,Finance
Part Time Bank Teller at S State Eisenhower| Ann Arbor,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Part Time Bank Teller at Lansing Mall,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Bank Teller at Pleasant Ridge    Pleasant Ridge,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Retail Personal Banker Flex for DFW West,Comerica Inc,35,22,33,29,1,16,1,16,banking,Finance
Trust Advisor III in Memphis,Comerica Inc,24,11,16,9,6,0,0,8,banking,Finance
Bilingual in Spanish Retail Personal Banker at Upper Kirby,Comerica Inc,35,21,33,29,1,16,1,15,banking,Finance
Part Time Bank Teller at San Francisco Embarcadero,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Bank Teller at Grand River and Hilton   Brighton,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Call Center Junior Agent Auburn Hills,Comerica Inc,15,8,13,13,1,7,0,5,banking,Finance
Call Center Junior Agent Auburn Hills,Comerica Inc,15,8,13,13,1,7,0,5,banking,Finance
Portfolio Manager I Middle Market,Comerica Inc,34,12,33,28,2,8,0,11,banking,Finance
Bank Teller at Burbank,Comerica Inc,33,18,31,29,3,19,1,13,banking,Finance
Bank Teller at Grand River and Beck  Novi,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Bank Teller at Muskegon Heights,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Part Time Bank Teller at Aptos,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
National ABL Audit Specialist - Northern or Southern California,Comerica Inc,19,6,20,12,1,2,0,5,finance,Finance
Trust Client Assistant| Sr. in Boca Raton,Comerica Inc,23,10,13,12,12,1,0,14,banking,Finance
Bank Teller at Humble East,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Principal Engineer  Software Governance Lead   Auburn Hills,Comerica Inc,21,42,19,28,4,3,4,17,technology,FinTech
Bank Teller at Southfield and Edwards    Southfield,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Bilingual in Spanish Future and Current Call Center Agent Opportunities Auburn Hills,Comerica Inc,15,8,13,13,1,7,0,5,banking,Finance
Special Asset Group (SAG) Account Specialist - Auburn Hills| MI,Comerica Inc,17,11,13,12,4,8,1,11,banking,Finance
Interest Rate Risk Analyst,Comerica Inc,12,9,15,9,9,1,0,14,finance,Finance
Group Manager Commercial Banking Middle Market Houston,Comerica Inc,22,14,23,21,0,4,0,8,finance,Finance
Senior Investment Strategist - Los Angeles,Comerica Inc,20,17,20,15,4,2,1,16,banking,Finance
Principal Engineer  Voice and Video  Auburn Hills,Comerica Inc,21,35,19,28,2,3,2,12,technology,FinTech
Comerica Loan Center Appraisal Review Analyst| Auburn Hills,Comerica Inc,26,26,21,18,1,8,2,23,banking,Finance
Bank Teller at Josey Trinity Mills,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Part Time Bank Teller at Maple Hill   Kalamazoo,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Principal Engineer  Transformation Office  Auburn Hills,Comerica Inc,21,45,19,30,7,5,3,16,technology,FinTech
Project Manager  Transformation Office  Auburn Hills,Comerica Inc,11,25,11,38,1,10,5,9,marketing,Finance
AVP| Senior Financial Analyst,Comerica Inc,14,9,12,9,4,1,0,8,banking,Finance
Commercial Underwriter for Commercial Real Estate,Comerica Inc,15,8,9,11,6,3,0,10,banking,Finance
Portfolio Manager-Wealth Management- Los Angeles,Comerica Inc,34,13,34,29,1,8,0,13,banking,Finance
Credit Support Specialist in Detroit,Comerica Inc,16,4,10,9,5,2,0,4,banking,Finance
Retail Personal Banker at Anderson Burnet,Comerica Inc,35,21,33,29,1,16,1,15,banking,Finance
Trust Advisor III in Denver,Comerica Inc,24,11,16,9,6,0,0,8,banking,Finance
Assistant Banking Center Manager at 75th & Thunderbird,Comerica Inc,37,20,34,31,0,17,1,12,banking,Finance
Private Banking Officer- Wealth Management- San Jose,Comerica Inc,25,9,25,16,0,3,0,8,banking,Finance
Part Time Retail Personal Banker at Broward NE Third,Comerica Inc,35,21,33,29,1,16,1,15,banking,Finance
Sr. Staff Engineer  Active Directory  Auburn Hills,Comerica Inc,21,40,19,26,4,3,1,10,technology,FinTech
Electronic Services Processing Analyst,Comerica Inc,10,8,8,5,1,0,1,7,banking,Finance
Lockbox Processor,Comerica Inc,8,8,6,4,5,2,0,12,data science,FinTech
GCM Processing Analyst I,Comerica Inc,32,17,25,17,1,8,0,14,banking,Finance
Part-Time Lockbox Processor II,Comerica Inc,7,8,6,4,5,2,0,12,data science,FinTech
Senior Manager Technology   API Economy Delivery   Auburn Hills,Comerica Inc,16,45,15,21,1,6,2,9,technology,FinTech
Treasury Management Relationship Specialist- Southern CA,Comerica Inc,24,9,24,24,0,13,0,5,banking,Finance
Senior Staff Engineer,Comerica Inc,23,40,21,28,5,3,2,14,technology,FinTech
Principal Project Manager  Auburn Hills,Comerica Inc,11,28,11,38,1,9,5,8,marketing,Finance
Institutional Trust Administrator  - Detroit,Comerica Inc,10,11,5,7,5,1,0,9,technology,FinTech
Senior Wealth Advisor Grosse Pointe,Comerica Inc,22,14,21,14,5,4,2,13,banking,Finance
Vice President| Relationship Manager- Middle Market- Sacramento,Comerica Inc,25,11,25,20,1,3,0,10,banking,Finance
Bank Teller at Abrams Goliad,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Bank Teller at Highway Six,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Relationship Manager Energy Dallas,Comerica Inc,24,11,24,19,1,3,0,9,banking,Finance
Retail Personal Banker at Campbell Central,Comerica Inc,35,21,33,29,1,16,1,15,banking,Finance
Banking Center Manager at City of Industry,Comerica Inc,39,24,37,35,1,23,2,14,banking,Finance
Part Time Bank Teller at San Jose Airport,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Lead Bank Teller at Crooks and Maple     Troy,Comerica Inc,36,18,33,32,3,20,1,13,banking,Finance
Vice President| Private Banking Officer- Wealth Management- San Francisco,Comerica Inc,24,9,24,14,0,3,0,7,banking,Finance
Wealth Planning Manager-  Texas| Michigan| or California,Comerica Inc,20,18,19,15,0,3,0,12,banking,Finance
Retail Personal Banker at Carmel,Comerica Inc,35,21,33,29,1,16,1,15,banking,Finance
Credit Support Specialist in San Jose,Comerica Inc,20,9,14,11,6,2,0,9,banking,Finance
Credit Support Specialist in San Jose,Comerica Inc,20,9,14,11,6,2,0,9,banking,Finance
Retail Personal Banker at San Francisco Embarcadero,Comerica Inc,35,21,33,29,1,16,1,15,banking,Finance
Retail Personal Banker at Westwood,Comerica Inc,35,21,33,29,1,16,1,15,banking,Finance
Retail Personal Banker at Friendswood,Comerica Inc,35,21,33,29,1,16,1,15,banking,Finance
Domain Architect  Auburn Hills,Comerica Inc,12,36,12,7,8,1,3,18,technology,FinTech
Senior Wealth Advisor Boca Raton,Comerica Inc,22,14,21,14,5,4,2,13,banking,Finance
Lockbox Processor,Comerica Inc,7,8,6,4,5,2,0,12,data science,FinTech
Bank Teller at San Felipe,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Bank Teller at Franklin Village   Franklin,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Assistant Banking Center Manager at Wayne and Canyon  Westland,Comerica Inc,37,20,34,31,0,17,1,12,banking,Finance
Retail Person Banker at Highway Two Forty Nine,Comerica Inc,35,21,33,29,1,16,1,15,banking,Finance
Bank Teller at San Jose Airport,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Retail Personal Banker at Hayward,Comerica Inc,35,21,33,29,1,16,1,15,banking,Finance
Bilingual in Spanish- Bank Teller at Highway Six,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Retail Personal Banker at Oakland,Comerica Inc,35,21,33,29,1,16,1,15,banking,Finance
Dealer Floorplan Examiner-Raleigh| NC,Comerica Inc,28,12,28,26,2,7,2,23,banking,Finance
Bank Teller at Crooks and Maple     Troy,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Part Time Bank Teller at Escondido,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Trust Client Assistant| Sr. in San Francisco,Comerica Inc,23,10,13,12,12,1,0,14,banking,Finance
Alliance Trust Business Development Officer III,Comerica Inc,11,10,11,11,2,1,2,7,banking,Finance
Retail Personal Banker at Jackson Zeeb| Ann Arbor,Comerica Inc,35,21,33,29,1,16,1,15,banking,Finance
Senior Securities Sales Assistant,Comerica Inc,11,12,10,9,0,2,0,10,technology,FinTech
Quantitative Financial Analytics Officer II,Comerica Inc,6,11,5,3,20,0,0,29,data science,FinTech
Retail Personal Banker at Bedford,Comerica Inc,35,21,33,29,1,16,1,15,banking,Finance
Retail Personal Banker at Galleria,Comerica Inc,35,21,33,29,1,16,1,15,banking,Finance
Regional Trust Advisor,Comerica Inc,37,17,23,15,12,3,3,13,banking,Finance
Operations Analyst III,Comerica Inc,14,10,13,7,2,0,1,12,banking,Finance
Bank Teller at Beverly Hills,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Retail Personal Banker at Santa Monica,Comerica Inc,35,21,33,29,1,16,1,15,banking,Finance
Retail Personal Banker at Jefferson and Chene  Detroit,Comerica Inc,35,21,33,29,1,16,1,15,banking,Finance
Part Time Bank Teller at Preston Center,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Bank Teller at Coppell,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Part Time Bank Teller at Newport Beach-Westcliff,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Part Time Bank Teller at Los Angeles Downtown,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Bank Teller at Heights,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Bank Teller at San Mateo,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Princpal Project Manager  Agile Coach  Auburn Hills,Comerica Inc,11,28,11,35,2,9,6,10,marketing,Finance
Loan Servicing Processor II,Comerica Inc,25,11,14,10,5,1,0,5,banking,Finance
Principal  Engineer   Mobile API Development  Auburn Hills,Comerica Inc,21,43,19,29,3,4,3,13,technology,FinTech
Part Time Bank Teller at Westwood,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Lead Bank Teller at Westwood| Jackson,Comerica Inc,36,18,33,32,3,20,1,13,banking,Finance
Part Time BankTeller at Los Angeles-Koreatown,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Part Time Teller at Crooks and Maple   Troy,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Portfolio Manager- Technology and Life Sciences- McLean| VA,Comerica Inc,34,12,33,28,2,8,0,11,banking,Finance
Vice President| Relationship Manager- Equity Fund Services- New York| NY,Comerica Inc,25,11,25,20,1,3,0,10,banking,Finance
Bank Teller at Towne Centre,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Fixed Income Trader in Bloomfield Hills| MI,Comerica Inc,11,8,10,10,2,1,0,5,banking,Finance
Treasury Management Sales Officer Dallas,Comerica Inc,20,6,20,12,0,6,0,4,banking,Finance
Commercial Underwriter for Middle Market,Comerica Inc,15,8,9,11,6,3,0,10,banking,Finance
Commercial Underwriter for Middle Market and Entertainment,Comerica Inc,15,8,9,11,6,3,0,10,banking,Finance
Commercial Underwriter for Technology Life Sciences,Comerica Inc,15,8,9,11,6,3,0,10,banking,Finance
Assistant Banking Center Manager at Newport Beach-Westcliff,Comerica Inc,37,20,34,31,0,17,1,12,banking,Finance
Bank Teller at Hampton Wintergreen,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Banking Center Manager at Woodall Maple Routh,Comerica Inc,39,23,37,35,1,23,2,13,banking,Finance
Part Time Bank Teller at Fourteen Mile Dequindre| Sterling Heights,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Portfolio Manager,Comerica Inc,35,12,34,29,2,8,0,11,banking,Finance
Regional Operations Manager| First Level Officer| Austin or San Antonio,Comerica Inc,28,16,27,10,1,2,0,16,banking,Finance
ITS Product Risk And Compliance Analyst,Comerica Inc,15,7,13,13,4,2,0,10,banking,Finance
Retail Personal Banker at San Diego-Hillcrest,Comerica Inc,35,21,33,29,1,16,1,15,banking,Finance
Bilingual in Spanish Bank Teller at Airport,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Bank Teller at Josey Trinity Mills,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Part Time Bank Teller at Jackson Zeeb| Ann Arbor,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Bank Teller at Deer Park,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Part Time Bank Teller at Grand River and Middlebelt   Farmington Hills,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Trust Advisor III in Detroit,Comerica Inc,24,11,16,9,6,0,0,8,banking,Finance
Retail Personal Banker at Grand River Hilton| Brighton,Comerica Inc,35,21,33,29,1,16,1,15,banking,Finance
Senior Wealth Advisor Bloomfield Hills,Comerica Inc,22,14,21,14,5,4,2,13,banking,Finance
Part Time Bank Teller at Eight Mile and Farmington   Farmington Hills,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Business Unit Risk Analyst Lead,Comerica Inc,24,8,22,16,0,3,0,10,banking,Finance
Business Unit Risk Analyst Lead,Comerica Inc,24,8,22,16,0,3,0,10,banking,Finance
Mortgage Warehouse Compliance Analyst,Comerica Inc,39,12,32,33,1,12,1,12,banking,Finance
Business Unit Risk Analyst II   Senior Business Continuity Consultant   Dallas,Comerica Inc,21,28,19,11,3,3,2,19,technology,FinTech
Retail Personal Banker at Parker Premier,Comerica Inc,35,21,33,29,1,16,1,15,banking,Finance
Retail Personal Banker at Galleria,Comerica Inc,35,21,33,29,1,16,1,15,banking,Finance
Bank Teller at Midway Spring Valley,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Financial Systems Support Analyst - Auburn Hills| MI,Comerica Inc,18,29,13,15,17,3,8,29,technology,FinTech
Retail Personal Banker at San Mateo,Comerica Inc,35,21,33,29,1,16,1,15,banking,Finance
Wire Operations Manager,Comerica Inc,21,15,18,13,1,3,1,12,banking,Finance
VP| Financial Planning and Analysis Specialist,Comerica Inc,13,7,10,8,3,2,0,9,banking,Finance
Part Time Bank Teller at Five Mile and Kinloch  Redford,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Security Operations Coordinator III,Comerica Inc,20,15,9,8,9,6,4,11,banking,Finance
Retirement Sales Assistant,Comerica Inc,41,30,29,31,9,7,4,37,banking,Finance
Retail Personal Banker at Irvine,Comerica Inc,35,21,33,29,1,16,1,15,banking,Finance
Treasury Management Sales Associate- San Jose,Comerica Inc,35,11,27,26,5,5,2,11,banking,Finance
Part Time Bank Teller at Schoolcraft and Inkster   Redford,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Bank Teller at Irving O'Connor,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Bank Teller at Anaheim,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Corporate Procurement Senior Specialist,Comerica Inc,19,8,15,10,1,4,0,5,banking,Finance
Part Time Retail Personal Banker at Ford Road Beech Daly| Dearborn Heights,Comerica Inc,35,21,33,29,1,16,1,15,banking,Finance
Sr Staff Engineer  Voice Engineering  Auburn Hills,Comerica Inc,23,43,21,28,5,3,2,14,technology,FinTech
Bank Teller at Mesa Riverview,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Retail Personal Banker at Cedar Park,Comerica Inc,35,21,33,29,1,16,1,15,banking,Finance
Part Time Bank Teller at Cypress,Comerica Inc,32,18,30,29,3,19,1,13,banking,Finance
Staff Engineer  DevOps Software Engineer  Auburn Hills,Comerica Inc,23,40,21,28,5,3,2,14,technology,FinTech
